time,h_tail,h_min,V
1.000000000000000021e-03,1.232686013564612132e-01,-6.741693120353269009e-04,1.902386820477236729e+00
2.100000000000001171e-02,1.226010992474446254e-01,-6.634880747905906595e-04,1.896222014607499506e+00
4.100000000000002948e-02,1.217473299057082875e-01,-6.503990006243957900e-04,1.888808733202196777e+00
6.100000000000004724e-02,1.208645651207698596e-01,-6.370688689911578606e-04,1.881682135648630183e+00
8.100000000000005806e-02,1.199640891122152470e-01,-6.204300948802025928e-04,1.874648231848865532e+00
1.010000000000000758e-01,1.190458843170534992e-01,-6.021846499153320209e-04,1.867632223484162468e+00
1.210000000000000936e-01,1.181064438668361499e-01,-5.838981310727180130e-04,1.860624774626532751e+00
1.410000000000000975e-01,1.171528807051287896e-01,-5.600832551796268433e-04,1.853633919479341419e+00
1.610000000000001152e-01,1.161885341041742764e-01,-5.294463349818472053e-04,1.846666197021287203e+00
1.810000000000001330e-01,1.152089492380342778e-01,-4.983302083044031938e-04,1.839721165490450616e+00
2.010000000000001508e-01,1.142134252914128872e-01,-4.655542595892007973e-04,1.832792190232061191e+00
2.210000000000001685e-01,1.132122556778859673e-01,-4.213681752292357252e-04,1.825892139751079224e+00
2.410000000000001863e-01,1.122049667730985606e-01,-3.675670600878748473e-04,1.819021659508502697e+00
2.610000000000001763e-01,1.111860951645896184e-01,-3.135335736299919851e-04,1.812180466872086670e+00
2.810000000000001941e-01,1.101547109200020219e-01,-2.582646472685627692e-04,1.805361812844955782e+00
3.010000000000002118e-01,1.091221375674682609e-01,-1.888227544400260249e-04,1.798578039213636126e+00
3.210000000000002296e-01,1.080902667692971025e-01,-1.027161962220239644e-04,1.791829167079920904e+00
3.410000000000002474e-01,1.070524605070861529e-01,-1.287632776729094597e-05,1.785115948597181923e+00
3.610000000000002651e-01,1.060046070646869926e-01,7.561485422992800243e-05,1.778432541754085383e+00
3.810000000000002829e-01,1.049526976439913023e-01,1.718212173371265472e-04,1.771781413929537141e+00
4.010000000000003006e-01,1.039074938658648278e-01,2.890833542075928186e-04,1.765172862110442775e+00
4.210000000000003184e-01,1.028679102213809621e-01,4.260795283651148957e-04,1.758602724020514430e+00
4.410000000000003362e-01,1.018250378629944469e-01,5.402193442391074740e-04,1.752071597140524517e+00
4.610000000000003539e-01,1.007746730399309149e-01,6.286198284851281237e-04,1.745573826334319234e+00
4.810000000000003717e-01,9.972352465493779239e-02,7.236253734933147108e-04,1.739112063835332345e+00
5.010000000000003340e-01,9.868448991193519426e-02,8.228226689694535800e-04,1.732698081498837084e+00
5.210000000000003517e-01,9.765790086049551399e-02,9.066428305871294946e-04,1.726328497481023572e+00
5.410000000000003695e-01,9.663631512259680811e-02,9.986654894738773713e-04,1.720000716028155630e+00
5.610000000000003872e-01,9.561051423899306900e-02,1.089414088668212016e-03,1.713711716465725843e+00
5.810000000000004050e-01,9.458025921511210854e-02,1.147585025580506041e-03,1.707456683137051456e+00
6.010000000000004228e-01,9.356233226174125173e-02,1.204555049635087222e-03,1.701250218554375415e+00
6.210000000000004405e-01,9.256285634000628593e-02,1.276801076963391540e-03,1.695096099782564814e+00
6.410000000000004583e-01,9.158141544463167805e-02,1.364329219129229581e-03,1.688990642410694409e+00
6.610000000000004761e-01,9.060810675509591017e-02,1.439071565843458994e-03,1.682929777767072421e+00
6.810000000000004938e-01,8.963191529867138574e-02,1.483720808276151742e-03,1.676908190755523220e+00
7.010000000000005116e-01,8.865330358355573426e-02,1.528660980656588314e-03,1.670922381215459440e+00
7.210000000000005294e-01,8.769192073534136378e-02,1.584393632081754905e-03,1.664990335900805807e+00
7.410000000000005471e-01,8.675440929407272905e-02,1.654322658270441365e-03,1.659116577253765046e+00
7.610000000000005649e-01,8.584055928468793673e-02,1.724058714031435208e-03,1.653298122444864848e+00
7.810000000000005826e-01,8.494632761449814884e-02,1.767793670985413207e-03,1.647530583412786243e+00
8.010000000000006004e-01,8.405360822398393050e-02,1.812229647348912592e-03,1.641804927234247424e+00
8.210000000000006182e-01,8.315737477299821323e-02,1.855604532177219240e-03,1.636114771731510764e+00
8.410000000000006359e-01,8.227193785683360738e-02,1.904510452130876025e-03,1.630472435480795568e+00
8.610000000000006537e-01,8.141423526732326221e-02,1.966229089455612949e-03,1.624894476755981199e+00
8.810000000000006715e-01,8.058484810070067061e-02,2.018497235802069883e-03,1.619379295063665181e+00
9.010000000000006892e-01,7.978343227736293952e-02,2.053629541572971756e-03,1.613924019315207126e+00
9.210000000000007070e-01,7.900425772254325574e-02,2.096645813714843182e-03,1.608522905228855882e+00
9.410000000000007248e-01,7.822579990295526475e-02,2.139812953921977484e-03,1.603161343653672910e+00
9.610000000000007425e-01,7.744382401796863491e-02,2.182021324027356296e-03,1.597833335504164065e+00
9.810000000000007603e-01,7.667887539367761185e-02,2.230929260801445962e-03,1.592559581886599407e+00
1.001000000000000556e+00,7.594506218893816440e-02,2.291567584922122452e-03,1.587354441441513275e+00
1.020999999999998353e+00,7.524246400245281075e-02,2.320713886572307177e-03,1.582216108841816071e+00
1.040999999999996151e+00,7.457067175833116679e-02,2.350973755575542362e-03,1.577142075882517425e+00
1.060999999999993948e+00,7.392823813797054500e-02,2.389953703593589857e-03,1.572128962126388529e+00
1.080999999999991745e+00,7.329369803290201879e-02,2.431352539433401933e-03,1.567158841270541725e+00
1.100999999999989543e+00,7.265385769929828819e-02,2.471547465840624042e-03,1.562218850534846881e+00
1.120999999999987340e+00,7.202284960253547974e-02,2.515153937167908388e-03,1.557323264351824221e+00
1.140999999999985137e+00,7.142284959471541239e-02,2.568977212940155158e-03,1.552497001593407422e+00
1.160999999999982935e+00,7.085483077435859867e-02,2.610127102194732124e-03,1.547739606770567544e+00
1.180999999999980732e+00,7.031828994175944036e-02,2.631129722870901438e-03,1.543048706160617733e+00
1.200999999999978529e+00,6.977828760579328493e-02,2.651714158213264866e-03,1.538392612464662745e+00
1.220999999999976326e+00,6.921078198689241401e-02,2.666098155862401536e-03,1.533748026812331355e+00
1.240999999999974124e+00,6.867745587591017609e-02,2.689931786047778522e-03,1.529164623631503517e+00
1.260999999999971921e+00,6.817859381108880290e-02,2.723276436009686857e-03,1.524640794388171461e+00
1.280999999999969718e+00,6.768879209185521550e-02,2.759082346512415490e-03,1.520161024425308094e+00
1.300999999999967516e+00,6.719471335338442208e-02,2.793774200922877898e-03,1.515716121636318636e+00
1.320999999999965313e+00,6.669811444339229789e-02,2.828089863117184272e-03,1.511305782621191085e+00
1.340999999999963110e+00,6.622665499537996880e-02,2.839932257139982791e-03,1.506954052141854072e+00
1.360999999999960908e+00,6.579013926199396567e-02,2.844094590520002824e-03,1.502668487659360341e+00
1.380999999999958705e+00,6.536924879706441927e-02,2.852513622913017272e-03,1.498433979999469035e+00
1.400999999999956502e+00,6.495096416614469514e-02,2.862124632704427657e-03,1.494239799693386272e+00
1.420999999999954300e+00,6.453430031413498469e-02,2.872785983743204180e-03,1.490083414795118077e+00
1.440999999999952097e+00,6.411882506576196961e-02,2.884462107355729305e-03,1.485962968575972099e+00
1.460999999999949894e+00,6.370567890546974255e-02,2.897057749300786106e-03,1.481882482450125771e+00
1.480999999999947692e+00,6.329527377654102505e-02,2.910507877003216254e-03,1.477843262141679270e+00
1.500999999999945489e+00,6.288723420349973114e-02,2.924780881413530792e-03,1.473843643603192977e+00
1.520999999999943286e+00,6.248116196237575581e-02,2.939847862365192049e-03,1.469881859200362628e+00
1.540999999999941084e+00,6.207713006348165863e-02,2.955896802038355392e-03,1.465873585382229560e+00
1.560999999999938881e+00,6.167603784343969608e-02,2.945784482926722819e-03,1.460180805665064030e+00
1.580999999999936678e+00,6.127744375548796474e-02,2.929216760034287353e-03,1.453762800341156680e+00
1.600999999999934476e+00,6.088114381538026199e-02,2.913145925827882038e-03,1.447710023560182968e+00
1.620999999999932273e+00,6.048694336353743761e-02,2.897444695306745227e-03,1.442058317581160320e+00
1.640999999999930070e+00,6.009464383322493664e-02,2.882101957791833452e-03,1.436790131168357743e+00
1.660999999999927867e+00,5.970418887058297208e-02,2.867579362180811692e-03,1.431754970490498602e+00
1.680999999999925665e+00,5.931625382695275561e-02,2.857243472610477425e-03,1.425989865022057490e+00
1.700999999999923462e+00,5.893055177669528910e-02,2.852141492254395977e-03,1.419201802572124915e+00
1.720999999999921259e+00,5.854642852779975981e-02,2.852315108098097546e-03,1.411383599519146603e+00
1.740999999999919057e+00,5.816318468147742282e-02,2.857797991699790457e-03,1.402530295968149154e+00
1.760999999999916854e+00,5.778007481675402623e-02,2.868641275246126138e-03,1.392632120188193490e+00
1.780999999999914651e+00,5.739668923428255243e-02,2.883856970593030172e-03,1.381958935823403234e+00
1.800999999999912449e+00,5.701395880257303928e-02,2.899491790280334796e-03,1.371569528327328591e+00
1.820999999999910246e+00,5.663198784394660179e-02,2.914930797401311252e-03,1.361619528432599591e+00
1.840999999999908043e+00,5.625091390264475022e-02,2.909192202364425245e-03,1.350156851813559378e+00
1.860999999999905841e+00,5.587040325462067081e-02,2.909098325064547047e-03,1.336961901361693350e+00
1.880999999999903638e+00,5.549011608079376656e-02,2.914343306032646935e-03,1.324633580078463657e+00
1.900999999999901435e+00,5.511005632505043550e-02,2.920408585017648245e-03,1.314589998678556526e+00
1.920999999999899233e+00,5.473013257319583880e-02,2.926336720443584866e-03,1.307017381307445048e+00
1.940999999999897030e+00,5.435017153620184949e-02,2.932112808187520986e-03,1.301802497047594542e+00
1.960999999999894827e+00,5.396999259523534154e-02,2.937749092833025905e-03,1.298839572876073323e+00
1.980999999999892625e+00,5.358984735845401248e-02,2.946062200338567943e-03,1.297163125774677850e+00
2.000999999999890644e+00,5.320995671054103149e-02,2.960855455828820954e-03,1.295547495167001406e+00
2.020999999999888441e+00,5.282984185562562829e-02,2.982358348730802106e-03,1.293911532126576835e+00
2.040999999999886239e+00,5.244895389908800498e-02,3.010571847509597304e-03,1.292251791200444311e+00
2.060999999999884036e+00,5.205449503105474829e-02,3.042653097828435654e-03,1.290556228320353327e+00
2.080999999999881833e+00,5.161207639241957579e-02,3.070681017342719726e-03,1.288796201088553195e+00
2.100999999999879631e+00,5.114731020316044818e-02,3.100267120583328345e-03,1.286998612221069926e+00
2.120999999999877428e+00,5.068132170874926901e-02,3.113517584180564707e-03,1.285184405578876143e+00
2.140999999999875225e+00,5.021474108638514233e-02,3.119964989629537416e-03,1.283353230938097056e+00
2.160999999999873022e+00,4.974626899434274330e-02,3.132453157806153882e-03,1.281502861783408553e+00
2.180999999999870820e+00,4.924805893998358830e-02,3.144899922213745952e-03,1.279608926262551183e+00
2.200999999999868617e+00,4.870216672123628410e-02,3.153383087804068757e-03,1.277656064371375688e+00
2.220999999999866414e+00,4.810810811531940345e-02,3.157832866122662480e-03,1.275643702565769200e+00
2.240999999999864212e+00,4.746599280812800747e-02,3.158320475863136273e-03,1.273571718828512278e+00
2.260999999999862009e+00,4.677588059648167540e-02,3.154918294641057691e-03,1.271439895170329848e+00
2.280999999999859806e+00,4.603775488157703377e-02,3.147696269643691230e-03,1.269247888465992569e+00
2.300999999999857604e+00,4.525150683393870665e-02,3.136720819083355788e-03,1.266995209497212116e+00
2.320999999999855401e+00,4.441691893400832869e-02,3.122053778552642128e-03,1.264681200470719968e+00
2.340999999999853198e+00,4.354578574045660233e-02,3.106244294943789203e-03,1.262317263063092554e+00
2.360999999999850996e+00,4.268368305483356828e-02,3.098776345218007960e-03,1.259948538048124789e+00
2.380999999999848793e+00,4.183849246803145183e-02,3.101138599050607542e-03,1.257584335156454625e+00
2.400999999999846590e+00,4.101003486802966280e-02,3.112732929576218083e-03,1.255230270592487374e+00
2.420999999999844388e+00,4.019798177195943456e-02,3.133329101288790525e-03,1.252886997708374750e+00
2.440999999999842185e+00,3.940200841237198603e-02,3.162371594578178985e-03,1.250558422573253781e+00
2.460999999999839982e+00,3.862179637276570709e-02,3.199609595991931982e-03,1.248245018776341198e+00
2.480999999999837780e+00,3.785703356555371324e-02,3.242004633652057627e-03,1.245946115889041028e+00
2.500999999999835577e+00,3.710741407649313650e-02,3.269543547094539565e-03,1.243661008742174667e+00
2.520999999999833374e+00,3.637263804770148046e-02,3.304578137803732690e-03,1.241388979741881338e+00
2.540999999999831171e+00,3.565241155905360393e-02,3.347004256793979088e-03,1.239129297588488665e+00
2.560999999999828969e+00,3.494644651038858463e-02,3.396726218854024398e-03,1.236881215389081579e+00
2.580999999999826766e+00,3.425446050631836270e-02,3.453657102501023896e-03,1.234643968564770988e+00
2.600999999999824563e+00,3.357617674455661005e-02,3.517719092243260653e-03,1.232416772524854043e+00
2.620999999999822361e+00,3.291132390036277666e-02,3.588843868262765052e-03,1.230198820124663861e+00
2.640999999999820158e+00,3.225963602398743135e-02,3.666973052926087578e-03,1.227989278760738934e+00
2.660999999999817955e+00,3.162085243209911134e-02,3.752058719974100259e-03,1.225787287179758600e+00
2.680999999999815753e+00,3.099471760280352386e-02,3.844063977544959904e-03,1.223591951891066287e+00
2.700999999999813550e+00,3.038098107380613269e-02,3.942963636634395225e-03,1.221402343118201284e+00
2.720999999999811347e+00,2.977939734231377714e-02,4.048744978730051819e-03,1.219217490229389078e+00
2.740999999999809145e+00,2.918972576681511458e-02,4.157628400549024522e-03,1.217036376555576505e+00
2.760999999999806942e+00,2.861173047082224766e-02,4.241035756938422302e-03,1.214857933489837283e+00
2.780999999999804739e+00,2.804518024851467353e-02,4.330991638876142275e-03,1.212681033740157899e+00
2.800999999999802537e+00,2.748984847257985101e-02,4.427530510355177223e-03,1.210504483577877544e+00
2.820999999999800334e+00,2.694551300245118589e-02,4.530703251913032609e-03,1.208327013898321312e+00
2.840999999999798131e+00,2.641195609667086955e-02,4.640578804085655068e-03,1.206147269846297387e+00
2.860999999999795929e+00,2.588896432552694263e-02,4.729752896479744867e-03,1.203963798717644806e+00
2.880999999999793726e+00,2.537632848540146216e-02,4.653024932537681152e-03,1.201775035782459700e+00
2.900999999999791523e+00,2.487384351496741211e-02,4.577942252515832672e-03,1.199579477575147823e+00
2.920999999999789321e+00,2.438130842281298685e-02,4.504519072373067839e-03,1.197381206038107937e+00
2.940999999999787118e+00,2.389852617861282572e-02,4.432757811931007513e-03,1.195183122409192000e+00
2.960999999999784915e+00,2.342530365657173944e-02,4.362633483134512741e-03,1.192984299817432703e+00
2.980999999999782712e+00,2.296145156682738789e-02,4.294121031023032803e-03,1.190783590882894760e+00
3.000999999999780510e+00,2.250678436307560273e-02,4.227196453439819451e-03,1.188579768554753446e+00
3.020999999999778307e+00,2.206112017324105348e-02,4.161836865865829044e-03,1.186371518613394294e+00
3.040999999999776104e+00,2.162428072564515427e-02,4.098020556024029731e-03,1.184157427892844616e+00
3.060999999999773902e+00,2.119609127883500047e-02,4.035727050394666976e-03,1.181935970378263701e+00
3.080999999999771699e+00,2.077638055084335758e-02,3.974937194932404855e-03,1.179705490911810539e+00
3.100999999999769496e+00,2.036498065219938605e-02,3.915633253665024710e-03,1.177464185801712748e+00
3.120999999999767294e+00,1.996172701740900682e-02,3.857799028558626248e-03,1.175210079822236686e+00
3.140999999999765091e+00,1.956645833943728222e-02,3.792135749356790458e-03,1.172940998527584266e+00
3.160999999999762888e+00,1.917901650582356024e-02,3.717046430568044652e-03,1.170654534749234088e+00
3.180999999999760686e+00,1.879924653534790005e-02,3.643443979952063622e-03,1.168348007739449024e+00
3.200999999999758483e+00,1.842699651520581308e-02,3.571298955570307437e-03,1.166018412862764864e+00
3.220999999999756280e+00,1.806211838981345089e-02,3.500583622466083705e-03,1.163662348664112223e+00
3.240999999999754078e+00,1.770463865079769175e-02,3.431386524656177689e-03,1.161246052361582404e+00
3.260999999999751875e+00,1.735412074488762793e-02,3.363699212228152963e-03,1.158815669555806283e+00
3.280999999999749672e+00,1.701049753880306062e-02,3.297624642416247670e-03,1.156388829757048597e+00
3.300999999999747470e+00,1.667373533506335062e-02,3.233363919884508358e-03,1.153957177590527960e+00
3.320999999999745267e+00,1.634369969112147228e-02,3.172000173608555823e-03,1.151511334199293746e+00
3.340999999999743064e+00,1.602021007506298014e-02,3.119335488857583744e-03,1.149008343850048020e+00
3.360999999999740862e+00,1.570327071194108429e-02,3.081447641587523739e-03,1.146496549332096659e+00
3.380999999999738659e+00,1.539246328588821447e-02,3.054871310747792751e-03,1.144005966587153145e+00
3.400999999999736456e+00,1.508794487707164692e-02,3.033458255728944258e-03,1.141536071121406204e+00
3.420999999999734253e+00,1.478938230256306510e-02,3.026371218851939965e-03,1.139005092951067111e+00
3.440999999999732051e+00,1.449711593616401575e-02,3.037052060642034951e-03,1.136426934361813634e+00
3.460999999999729848e+00,1.421085983890347029e-02,3.058370472467156903e-03,1.132791566441946784e+00
3.480999999999727645e+00,1.392952864121764847e-02,3.082651607313347669e-03,1.124461920682869653e+00
3.500999999999725443e+00,1.365370664186149954e-02,3.117687157076724086e-03,1.115887740674206707e+00
3.520999999999723240e+00,1.338334515710922282e-02,3.163570735440577458e-03,1.107440071481187172e+00
3.540999999999721037e+00,1.311833716780096484e-02,3.220278295476653591e-03,1.099122406662313756e+00
3.560999999999718835e+00,1.285857668786459865e-02,3.287810300322550200e-03,1.090931774189757508e+00
3.580999999999716632e+00,1.260395981004512958e-02,3.366192825472683753e-03,1.082865089082100329e+00
3.600999999999714429e+00,1.235438468443976825e-02,3.455474220141464131e-03,1.074917971846782505e+00
3.620999999999712227e+00,1.210975147725454684e-02,3.555727149812368953e-03,1.067089793017308885e+00
3.640999999999710024e+00,1.186996233208093346e-02,3.667060166082040246e-03,1.059376545419054017e+00
3.660999999999707821e+00,1.163492133010775656e-02,3.789610989711356820e-03,1.051774918334704711e+00
3.680999999999705619e+00,1.140453445177583638e-02,3.879682619665942439e-03,1.044281795960946724e+00
3.700999999999703416e+00,1.117870953914467183e-02,3.877611539012077585e-03,1.036894297668717879e+00
3.720999999999701213e+00,1.095735625954225370e-02,3.847416166133602738e-03,1.029608492164356903e+00
3.740999999999699011e+00,1.074038606855040948e-02,3.799340261588460971e-03,1.022421393488904151e+00
3.760999999999696808e+00,1.052771217528307782e-02,3.755259328283831050e-03,1.015327123178716651e+00
3.780999999999694605e+00,1.031924950753471473e-02,3.716344755884507661e-03,1.008331104319237337e+00
3.800999999999692402e+00,1.011491467677390690e-02,3.683028816069220529e-03,1.001435783435286941e+00
3.820999999999690200e+00,9.914625946991901390e-03,3.655360900017088494e-03,9.946331051397669931e-01
3.840999999999687997e+00,9.718303199948808563e-03,3.633406375544993155e-03,9.879206481761605430e-01
3.860999999999685794e+00,9.525867903670496434e-03,3.617244130080261161e-03,9.812978833549546032e-01
3.880999999999683592e+00,9.337243081959465535e-03,3.606994037990907814e-03,9.747606832984692105e-01
3.900999999999681389e+00,9.152353281416242964e-03,3.602767166289797679e-03,9.683088105350109442e-01
3.920999999999679186e+00,8.971124544152209862e-03,3.604733308744226955e-03,9.619368407590682679e-01
3.940999999999676984e+00,8.793484376724020751e-03,3.613078946250947859e-03,9.556409863293774398e-01
3.960999999999674781e+00,8.619361719958449491e-03,3.628028819053153581e-03,9.494183826361395351e-01
3.980999999999672578e+00,8.448686922783586045e-03,3.649638330052610430e-03,9.432644527017761682e-01
4.000999999999670820e+00,8.281391712306327563e-03,3.598248718898373194e-03,9.371822854597898766e-01
4.020999999999677499e+00,8.117409168478351839e-03,3.528619612851630755e-03,9.311633049293496223e-01
4.040999999999684178e+00,7.956673698404210376e-03,3.461016221729524417e-03,9.252090095115812485e-01
4.060999999999690857e+00,7.799121003196827356e-03,3.395889149076531527e-03,9.193339583412858396e-01
4.080999999999697536e+00,7.644688060126653834e-03,3.333459469805639258e-03,9.135301809219236180e-01
4.100999999999704215e+00,7.493313094431384297e-03,3.273665988997937620e-03,9.077924754401204277e-01
4.120999999999710894e+00,7.344935553751767016e-03,3.216502710096286882e-03,9.021211149082195568e-01
4.140999999999717573e+00,7.199496085638471682e-03,3.162059642476084537e-03,8.965089777931314341e-01
4.160999999999724253e+00,7.056936512261722388e-03,3.110780540689878776e-03,8.909561859970651643e-01
4.180999999999730932e+00,6.917199806978777815e-03,3.062844173847129731e-03,8.854668257999546155e-01
4.200999999999737611e+00,6.780230073845528588e-03,3.018197849612564571e-03,8.800337410906451385e-01
4.220999999999744290e+00,6.645972523093113954e-03,2.976882202657033655e-03,8.746541714707540827e-01
4.240999999999750969e+00,6.514373449997990645e-03,2.939068708987763873e-03,8.693246747768447191e-01
4.260999999999757648e+00,6.385380213121804455e-03,2.905229808539317587e-03,8.640447166136042689e-01
4.280999999999764327e+00,6.258941213461242242e-03,2.875482089967369009e-03,8.588111303722562040e-01
4.300999999999771006e+00,6.135005873734101361e-03,2.849711560674612204e-03,8.536272264354335393e-01
4.320999999999777685e+00,6.013524618163217789e-03,2.827596676992689267e-03,8.484929368365949909e-01
4.340999999999784364e+00,5.894448851387689564e-03,2.809281474406250673e-03,8.434051304276816152e-01
4.360999999999791044e+00,5.777730943677252679e-03,2.795187580515962750e-03,8.383780659296622417e-01
4.380999999999797723e+00,5.663324205706848219e-03,2.785436514003775815e-03,8.334008407923761963e-01
4.400999999999804402e+00,5.551182872914350169e-03,2.780064116954323455e-03,8.284710607416578831e-01
4.420999999999811081e+00,5.441262087469294489e-03,2.779075704620121573e-03,8.235831910112947352e-01
4.440999999999817760e+00,5.333517879251303134e-03,2.782527644732319533e-03,8.187388280618786984e-01
4.460999999999824439e+00,5.227907149347652688e-03,2.790507860086961084e-03,8.139345291550130757e-01
4.480999999999831118e+00,5.124387652286042233e-03,2.804541962073432010e-03,8.091683834359537641e-01
4.500999999999837797e+00,5.022917978336389339e-03,2.831839912379580798e-03,8.045057310119652083e-01
4.520999999999844476e+00,4.923457538497686553e-03,2.872462529721692831e-03,7.999498633845655293e-01
4.540999999999851156e+00,4.825966547303019855e-03,2.925182371013430177e-03,7.954985816738522342e-01
4.560999999999857835e+00,4.730406007100871474e-03,2.988832452984386406e-03,7.911494170343298382e-01
4.580999999999864514e+00,4.636737692363539914e-03,3.062393967020977242e-03,7.869035812927760443e-01
4.600999999999871193e+00,4.544924134526086984e-03,3.082486317422600958e-03,7.827604935310397138e-01
4.620999999999877872e+00,4.454928606942392538e-03,3.021448998823911963e-03,7.787202038075652366e-01
4.640999999999884551e+00,4.366715110201199040e-03,2.961620300111284659e-03,7.747830513742637315e-01
4.660999999999891230e+00,4.280248357727441805e-03,2.902976289006670846e-03,7.709496683202016198e-01
4.680999999999897909e+00,4.195493761667685312e-03,2.845493507125280291e-03,7.672209492170360967e-01
4.700999999999904588e+00,4.112417419053476103e-03,2.789148960587146259e-03,7.635981888140039864e-01
4.720999999999911267e+00,4.030986098163633763e-03,2.733920110838467671e-03,7.600829228982326491e-01
4.740999999999917947e+00,3.951167225323199556e-03,2.679784865420049150e-03,7.566797778263901764e-01
4.760999999999924626e+00,3.872928872267058370e-03,2.626721569827478869e-03,7.533846295023749473e-01
4.780999999999931305e+00,3.796239742407610945e-03,2.574708997891323597e-03,7.502012578168282264e-01
4.800999999999937984e+00,3.721069159062489334e-03,2.523726343883942597e-03,7.471330574689851733e-01
4.820999999999944663e+00,3.647387052995661877e-03,2.473753214064417644e-03,7.441843636549891894e-01
4.840999999999951342e+00,3.575163950385890771e-03,2.424769618518968911e-03,7.413601036453365545e-01
4.860999999999958021e+00,3.504370961035025572e-03,2.376755963173677461e-03,7.386653550751340891e-01
4.880999999999964700e+00,3.434979767088019303e-03,2.329693042280329279e-03,7.360640645430052142e-01
4.900999999999971379e+00,3.366962612223373813e-03,2.283562026375213910e-03,7.336324916500756022e-01
4.920999999999978058e+00,3.300292303457203619e-03,2.238344436198098225e-03,7.311983357888325319e-01
4.940999999999984738e+00,3.234942943220974615e-03,2.194020810028746854e-03,7.283906333996168492e-01
4.960999999999991417e+00,3.170888922980594909e-03,2.150572557406377899e-03,7.242261881220786179e-01
4.980999999999998096e+00,3.108101493001818455e-03,2.107987718060606169e-03,7.174727379215748435e-01
5.001000000000004775e+00,3.046556967681576106e-03,2.066568773263239428e-03,7.144453316334440363e-01
5.021000000000011454e+00,2.986231098086929853e-03,2.027536413870063142e-03,7.129922419501584230e-01
5.041000000000018133e+00,2.927099760616457685e-03,1.991184322751988339e-03,7.106794292648809241e-01
5.061000000000024812e+00,2.869257648748724937e-03,1.957464118584401752e-03,7.068305200189297643e-01
5.081000000000031491e+00,2.814072819987249036e-03,1.925016483752445967e-03,7.020863211898117351e-01
5.101000000000038170e+00,2.762154542596578083e-03,1.893237334162595903e-03,6.967414618055478570e-01
5.121000000000044849e+00,2.713540212102513033e-03,1.862097350303421744e-03,6.908163569240135526e-01
5.141000000000051529e+00,2.668261060514352107e-03,1.831583453265912126e-03,6.843233261013479396e-01
5.161000000000058208e+00,2.626359621630474511e-03,1.801683113547464937e-03,6.772740589506475173e-01
5.181000000000064887e+00,2.587892052711825847e-03,1.772384056715110151e-03,6.696798201633075154e-01
5.201000000000071566e+00,2.552930710509212359e-03,1.743674251029409678e-03,6.615515309287307577e-01
5.221000000000078245e+00,2.521567869192404415e-03,1.715541692815087532e-03,6.529134518179247060e-01
5.241000000000084924e+00,2.493922812229685398e-03,1.687972919087638718e-03,6.439010651656080775e-01
5.261000000000091603e+00,2.469415672097453190e-03,1.661870580566677386e-03,6.344105852390837796e-01
5.281000000000098282e+00,2.445872950059903989e-03,1.640082053706654747e-03,6.239715541974513169e-01
5.301000000000104961e+00,2.422958822488417013e-03,1.623038138184835361e-03,6.125369980749226784e-01
