time,h_tail,h_min,V
1.066099999999953063e+01,6.115532262552290932e-02,5.438259071290536817e-04,2.571975290166498285e-01
1.068099999999951955e+01,6.150929836524034189e-02,5.330574326847976885e-04,2.562292878622028924e-01
1.070099999999950846e+01,6.186057480760386029e-02,5.225021883250198507e-04,2.552652572398270148e-01
1.072099999999949738e+01,6.220919056648147039e-02,5.121559518015024459e-04,2.543053931023315783e-01
1.074099999999948629e+01,6.255518435089590934e-02,5.020145844846397865e-04,2.533496498776335870e-01
1.076099999999947521e+01,6.289859497208001582e-02,4.920740296933297231e-04,2.523979804351426659e-01
1.078099999999946412e+01,6.323946135084312914e-02,4.823303110745476296e-04,2.514503360541898713e-01
1.080099999999945304e+01,6.357782252656488109e-02,4.727795310137290763e-04,2.505066663866726273e-01
1.082099999999944195e+01,6.391371766736504700e-02,4.634178690675790080e-04,2.495669194176463601e-01
1.084099999999943087e+01,6.424718608162113820e-02,4.542415804475626040e-04,2.486310414227093091e-01
1.086099999999941979e+01,6.457826723076869058e-02,4.452469945164412579e-04,2.476989769221548121e-01
1.088099999999940870e+01,6.490700074349706195e-02,4.364305133203356946e-04,2.467706686315633835e-01
1.090099999999939762e+01,6.523342643137035324e-02,4.277886101493773297e-04,2.458460574084539996e-01
1.092099999999938653e+01,6.555758430592843744e-02,4.193178281281136066e-04,2.449250821948507628e-01
1.094099999999937545e+01,6.587951459732424575e-02,4.110147788303382399e-04,2.440076799553781983e-01
1.096099999999936436e+01,6.619925777460286542e-02,4.028761409227317458e-04,2.430937856105512274e-01
1.098099999999935328e+01,6.651685456768174909e-02,3.948986588457499558e-04,2.421833319648614702e-01
1.100099999999934219e+01,6.683234599116061325e-02,3.870791414992864887e-04,2.412762496292495396e-01
1.102099999999933111e+01,6.714577337004909441e-02,3.794144609743539676e-04,2.403724669375227885e-01
1.104099999999932002e+01,6.745717836748417462e-02,3.719015512960339997e-04,2.394719098563383164e-01
1.106099999999930894e+01,6.776660301466917724e-02,3.645374072003999821e-04,2.385745018880238710e-01
1.108099999999929786e+01,6.807408974317032124e-02,3.573190829305357419e-04,2.376801639656104248e-01
1.110099999999928677e+01,6.837968141970518499e-02,3.502436910608648646e-04,2.367888143395957545e-01
1.112099999999927569e+01,6.868342138365461647e-02,3.433084013397987022e-04,2.359003684555833202e-01
1.114099999999926460e+01,6.898535348743095597e-02,3.365104395595293341e-04,2.350147388221434652e-01
1.116099999999925352e+01,6.928552213723403186e-02,3.298470864510801015e-04,2.341318348776510461e-01
1.118099999999924243e+01,6.958344822439514743e-02,3.233156765499352325e-04,2.332534110021202145e-01
1.120099999999923135e+01,6.987816248419707887e-02,3.169135972519616928e-04,2.323829492337289859e-01
1.122099999999922026e+01,7.016961048905252796e-02,3.106382876346298894e-04,2.315207048627962449e-01
1.124099999999920918e+01,7.045782652146735658e-02,3.044872374535941006e-04,2.306666192583108344e-01
1.126099999999919810e+01,7.074284603890780565e-02,2.984579862126586491e-04,2.298206285998631859e-01
1.128099999999918701e+01,7.102470406166129513e-02,2.925481221601917980e-04,2.289826695676401291e-01
1.130099999999917593e+01,7.130343513254051857e-02,2.867552812496794445e-04,2.281526794608201847e-01
1.132099999999916484e+01,7.157907333724387866e-02,2.810771462694768019e-04,2.273305961677138942e-01
1.134099999999915376e+01,7.185165230968480754e-02,2.755114458862957527e-04,2.265163581581297603e-01
1.136099999999914267e+01,7.212120523355743107e-02,2.700559537504761132e-04,2.257099044791436304e-01
1.138099999999913159e+01,7.238776485395169435e-02,2.647084875999246301e-04,2.249111747384686111e-01
1.140099999999912050e+01,7.265136348366606212e-02,2.594669083884788841e-04,2.241201090949687114e-01
1.142099999999910942e+01,7.291203300921546282e-02,2.543291194270942690e-04,2.233366482498601036e-01
1.144099999999909834e+01,7.316980489402556687e-02,2.492930655273624396e-04,2.225607334414136940e-01
1.146099999999908725e+01,7.342471018471975752e-02,2.443567321923252600e-04,2.217923064360645680e-01
1.148099999999907617e+01,7.367677952292227272e-02,2.395181448352108611e-04,2.210313095118349169e-01
1.150099999999906508e+01,7.392604314923674480e-02,2.347753679773530167e-04,2.202776854530992812e-01
1.152099999999905400e+01,7.417253090944860017e-02,2.301265044797502768e-04,2.195313775418904489e-01
1.154099999999904291e+01,7.441627226080686774e-02,2.255696947943870712e-04,2.187923295492595899e-01
1.156099999999903183e+01,7.465729627846524885e-02,2.211031162307093567e-04,2.180604857264715202e-01
1.158099999999902074e+01,7.489563166240438552e-02,2.167249822428059247e-04,2.173357907952312984e-01
1.160099999999900966e+01,7.513130674559768962e-02,2.124335417152574401e-04,2.166181899374008402e-01
1.162099999999899858e+01,7.536434950214622452e-02,2.082270782597546444e-04,2.159076287840859809e-01
1.164099999999898749e+01,7.559478745040444647e-02,2.041039073898028022e-04,2.152040536078498878e-01
1.166099999999897641e+01,7.582264781904739237e-02,2.000623793666118921e-04,2.145074110009363433e-01
1.168099999999896532e+01,7.604795757398007117e-02,1.961008789974245936e-04,2.138176478254033563e-01
1.170099999999895424e+01,7.627074330980122829e-02,1.922178217961430235e-04,2.131347114527089581e-01
1.172099999999894315e+01,7.649103119989673905e-02,1.884116541328757777e-04,2.124585497940353895e-01
1.174099999999893207e+01,7.670884714070651256e-02,1.846808534695827675e-04,2.117891111100374535e-01
1.176099999999892098e+01,7.692421669974637555e-02,1.810239276209442416e-04,2.111263440670006486e-01
1.178099999999890990e+01,7.713716511187064528e-02,1.774394137360642276e-04,2.104701977591728612e-01
1.180099999999889882e+01,7.734771731573002185e-02,1.739258779920489772e-04,2.098206216542705671e-01
1.182099999999888773e+01,7.755589806957831345e-02,1.704819151375387698e-04,2.091775654518131522e-01
1.184099999999887665e+01,7.776173148503624788e-02,1.671061472042385809e-04,2.085409796647191283e-01
1.186099999999886556e+01,7.796524148846302460e-02,1.637972238434821926e-04,2.079108150412395384e-01
1.188099999999885448e+01,7.816645259790587497e-02,1.605538218558862085e-04,2.072870216340002014e-01
1.190099999999884339e+01,7.836538702948074586e-02,1.573746440053543083e-04,2.066695522776595406e-01
1.192099999999883231e+01,7.856336248963265156e-02,1.542584183370672435e-04,2.060568142038070594e-01
1.194099999999882122e+01,7.909088364772538793e-02,1.512038973074010528e-04,2.050537384414514719e-01
1.196099999999881014e+01,7.970285503848177633e-02,1.482098595807675168e-04,2.039518096630875688e-01
1.198099999999879905e+01,8.031353274986226254e-02,1.452751077671461666e-04,2.028532628757961365e-01
1.200099999999878797e+01,8.092139810223324126e-02,1.423984679146013399e-04,2.017598238027606961e-01
1.202099999999877689e+01,8.152649330054541343e-02,1.395787893315909856e-04,2.006713542793636673e-01
1.204099999999876580e+01,8.212889246430103707e-02,1.368149441257800192e-04,1.995876777375811817e-01
1.206099999999875472e+01,8.272867349286537608e-02,1.341058267213153521e-04,1.985086126307160637e-01
1.208099999999874363e+01,8.332591764574286131e-02,1.314503534358309189e-04,1.974339727412167123e-01
1.210099999999873255e+01,8.392070967780802804e-02,1.288474620442410512e-04,1.963635668171641036e-01
1.212099999999872146e+01,8.451313800433286894e-02,1.262961113551903936e-04,1.952971981627715237e-01
1.214099999999871038e+01,8.510329488682068233e-02,1.237952807944427136e-04,1.942346641919716621e-01
1.216099999999869929e+01,8.569127664185498261e-02,1.213439699970404739e-04,1.931757559407121239e-01
1.218099999999868821e+01,8.627718387527529009e-02,1.189411984054040972e-04,1.921202575331866780e-01
1.220099999999867713e+01,8.686112174438830047e-02,1.165860048795881732e-04,1.910679455964460760e-01
1.222099999999866604e+01,8.744320025129966034e-02,1.142774473100356680e-04,1.900185886172272021e-01
1.224099999999865496e+01,8.802353457112326029e-02,1.120146022432107202e-04,1.889719462334978894e-01
1.226099999999864387e+01,8.860224541901952355e-02,1.097965645106731281e-04,1.879277684527027037e-01
1.228099999999863279e+01,8.917945946099135879e-02,1.076224468685889335e-04,1.868857947869795866e-01
1.230099999999862170e+01,8.975530977392361109e-02,1.054913796395169634e-04,1.858457532943507684e-01
1.232099999999861062e+01,9.032993636146711969e-02,1.034025103690168479e-04,1.848073595129346991e-01
1.234099999999859953e+01,9.090348673315397365e-02,1.013550034814243717e-04,1.837703152733436984e-01
1.236099999999858845e+01,9.147611655571820377e-02,9.934803994706212227e-05,1.827343073716909960e-01
1.238099999999857737e+01,9.204805369350448074e-02,9.738081700629355741e-05,1.816991560290919794e-01
1.240099999999856628e+01,9.261775087141634055e-02,9.545254774386349728e-05,1.806689257693651629e-01
1.242099999999855520e+01,9.318289665057767623e-02,9.356246076465749018e-05,1.796485278324943535e-01
1.244099999999854411e+01,9.374337083494087286e-02,9.170980176855317301e-05,1.786381781487700882e-01
1.246099999999853303e+01,9.429919632725707046e-02,8.989382685555338814e-05,1.776377929098051922e-01
1.248099999999852194e+01,9.485039893419498769e-02,8.811381027664169641e-05,1.766472834938287995e-01
1.250099999999851086e+01,9.539700473218991339e-02,8.636904372434986432e-05,1.756665619344296991e-01
1.252099999999849977e+01,9.593903968147964034e-02,8.465883109095087566e-05,1.746955413846684735e-01
1.254099999999848869e+01,9.647652923751014187e-02,8.298248322232207319e-05,1.737341365323560871e-01
1.256099999999847761e+01,9.700949911783741941e-02,8.133932823818981750e-05,1.727822627053535731e-01
1.258099999999846652e+01,9.753797555288888643e-02,7.972871441798770609e-05,1.718398355700791469e-01
1.260099999999845544e+01,9.806198495339064902e-02,7.815000684259845731e-05,1.709067714458668563e-01
1.262099999999844435e+01,9.860912100856657203e-02,7.698390332357488153e-05,1.699512816789826575e-01
1.264099999999843327e+01,9.941238332131328848e-02,7.941025237169843654e-05,1.687056948241911769e-01
1.266099999999842218e+01,1.002126745806640878e-01,8.180994580221992440e-05,1.674682320805359059e-01
1.268099999999841110e+01,1.009933460968036462e-01,8.396036520271280001e-05,1.662578738840255754e-01
1.270099999999840001e+01,1.017746577724894658e-01,8.613642380452327107e-05,1.650513062851228785e-01
1.272099999999838893e+01,1.025575106146132259e-01,8.834792090147217114e-05,1.638474482355977702e-01
1.274099999999837785e+01,1.033361534901134776e-01,9.051831530966850115e-05,1.626528064188981215e-01
1.276099999999836676e+01,1.041092944714150786e-01,9.263140592948373997e-05,1.614687765214631310e-01
1.278099999999835568e+01,1.048809682369564317e-01,9.473890416629784927e-05,1.602906935614837880e-01
1.280099999999834459e+01,1.056516748891199869e-01,9.684610888084990710e-05,1.591179304688351004e-01
1.282099999999833351e+01,1.064232085088294283e-01,9.897399031235168398e-05,1.579483969231272877e-01
1.284099999999832242e+01,1.071951131209551850e-01,1.011151142148065951e-04,1.567825612182409123e-01
1.286099999999831134e+01,1.079687688131137774e-01,1.032844315558452408e-04,1.556188132018475612e-01
1.288099999999830025e+01,1.087393083307404279e-01,1.054218559182369674e-04,1.544626069290160886e-01
1.290099999999828917e+01,1.095060288711115909e-01,1.075190109562536300e-04,1.533146723357296515e-01
1.292099999999827808e+01,1.102706271435900526e-01,1.095957759980788204e-04,1.521730329868679621e-01
1.294099999999826700e+01,1.110355391398463315e-01,1.116795745625016878e-04,1.510348902410530991e-01
1.296099999999825592e+01,1.118018975661947273e-01,1.137817321324070818e-04,1.498989237654358986e-01
1.298099999999824483e+01,1.124941696516760098e-01,1.150541396560296470e-04,1.488499239641349892e-01
1.300099999999823375e+01,1.129760275859835322e-01,1.140089748648161205e-04,1.480407264660134059e-01
1.302099999999822266e+01,1.134384735693652752e-01,1.128116254983831113e-04,1.472566371979108224e-01
1.304099999999821158e+01,1.138916319139411243e-01,1.115762966588280947e-04,1.464862459568802011e-01
1.306099999999820049e+01,1.143358548106552103e-01,1.103075241030877784e-04,1.457291204422542785e-01
1.308099999999818941e+01,1.147713127899775004e-01,1.090077465286283520e-04,1.449850335569555226e-01
1.310099999999817832e+01,1.151981705104832415e-01,1.076792653089304885e-04,1.442537658753864083e-01
1.312099999999816724e+01,1.156165899873664721e-01,1.063242838730445172e-04,1.435351019406869710e-01
1.314099999999815616e+01,1.160267306609135546e-01,1.049449120209162978e-04,1.428288301163844198e-01
1.316099999999814507e+01,1.164287494093561165e-01,1.035431694672746261e-04,1.421347425051281421e-01
1.318099999999813399e+01,1.168228005628464267e-01,1.021209892386916451e-04,1.414526348704396308e-01
1.320099999999812290e+01,1.172090359193969228e-01,1.006802209439668083e-04,1.407823065603375778e-01
1.322099999999811182e+01,1.175876047624486581e-01,9.922263391988830894e-05,1.401235604329080786e-01
1.324099999999810073e+01,1.179586538800570100e-01,9.774992025725695588e-05,1.394762027836505824e-01
1.326099999999808965e+01,1.183223275855131845e-01,9.626369771250156693e-05,1.388400432745695023e-01
1.328099999999807856e+01,1.186787677392540513e-01,9.476551251282397392e-05,1.382148948649804532e-01
1.330099999999806748e+01,1.190281137719218368e-01,9.325684205093234813e-05,1.376005737440116339e-01
1.332099999999805640e+01,1.193705027084634301e-01,9.173909748374023398e-05,1.369968992647376815e-01
1.334099999999804531e+01,1.197060691931535331e-01,9.021362622886955340e-05,1.364036938799315646e-01
1.336099999999803423e+01,1.200349455154382378e-01,8.868171437166963433e-05,1.358207830793454196e-01
1.338099999999802314e+01,1.203572616365030240e-01,8.714458898047630631e-05,1.352479953285672942e-01
1.340099999999801206e+01,1.206731452165146906e-01,8.560342033410786589e-05,1.346851620092965884e-01
1.342099999999800097e+01,1.209827216423917523e-01,8.405932407031316278e-05,1.341321173611188522e-01
1.344099999999798989e+01,1.212861140559795409e-01,8.251336324984273607e-05,1.335886984247846576e-01
1.346099999999797880e+01,1.215834433827234634e-01,8.096655034768932002e-05,1.330547449867794940e-01
1.348099999999796772e+01,1.218748283607761357e-01,7.941984916861113963e-05,1.325300995251426639e-01
1.350099999999795664e+01,1.221603855681152179e-01,7.787417667444798686e-05,1.320146071590996839e-01
1.352099999999794555e+01,1.224402331640202929e-01,7.633569818095778392e-05,1.315081463122871885e-01
1.354099999999793447e+01,1.227144969317994355e-01,7.482421755801785257e-05,1.310106782580016116e-01
1.356099999999792338e+01,1.229832889336251595e-01,7.334260001847295318e-05,1.305220697642790473e-01
1.358099999999791230e+01,1.232467168331698032e-01,7.189031925865577155e-05,1.300421705161993180e-01
1.360099999999790121e+01,1.235048862458511115e-01,7.046679556279092371e-05,1.295708323491059355e-01
1.362099999999789013e+01,1.237579008139697706e-01,6.907145952402340972e-05,1.291079095720105707e-01
1.364099999999787904e+01,1.240058622379891923e-01,6.770375298971800793e-05,1.286532589279422711e-01
1.366099999999786796e+01,1.242488703069068862e-01,6.636312885912112880e-05,1.282067395487260231e-01
1.368099999999785688e+01,1.244870229284886082e-01,6.504905086420278981e-05,1.277682129107350906e-01
1.370099999999784579e+01,1.247204161588483934e-01,6.376099337214793938e-05,1.273375427921268899e-01
1.372099999999783471e+01,1.249491442335457642e-01,6.249844113455707562e-05,1.269145952297314195e-01
1.374099999999782362e+01,1.251732995969716267e-01,6.126088909859730980e-05,1.264992384781860602e-01
1.376099999999781254e+01,1.253929729307248497e-01,6.004784223247530695e-05,1.260913429707384847e-01
1.378099999999780145e+01,1.256082531839212424e-01,5.885881530322614741e-05,1.256907812790851731e-01
1.380099999999779037e+01,1.258192276019998168e-01,5.769333268547741089e-05,1.252974280754096115e-01
1.382099999999777928e+01,1.260259817554835460e-01,5.655092817015774931e-05,1.249111600950276041e-01
1.384099999999776820e+01,1.262285995684867823e-01,5.543114477958924202e-05,1.245318560998719820e-01
1.386099999999775712e+01,1.264271633469589151e-01,5.433353458541081982e-05,1.241593968428491429e-01
1.388099999999774603e+01,1.266217538066876647e-01,5.325765852911071296e-05,1.237936650329970328e-01
1.390099999999773495e+01,1.268124501009104954e-01,5.220308624550099030e-05,1.234345453014894373e-01
1.392099999999772386e+01,1.269993298476563559e-01,5.116939589196525806e-05,1.230819241683912962e-01
1.394099999999771278e+01,1.271824691567761401e-01,5.015617397876107053e-05,1.227356900101906206e-01
1.396099999999770169e+01,1.273619426566527935e-01,4.916301520365221056e-05,1.223957330280362882e-01
1.398099999999769061e+01,1.275378235210057332e-01,4.818952228470910204e-05,1.220619452162893664e-01
1.400099999999767952e+01,1.277101834941741787e-01,4.723530581087279079e-05,1.217342203329514899e-01
1.402099999999766844e+01,1.278790929166470081e-01,4.629998408941030097e-05,1.214124538701947670e-01
1.404099999999765735e+01,1.280446207514597534e-01,4.538318297882606989e-05,1.210965430243087643e-01
1.406099999999764627e+01,1.282068346087870125e-01,4.448453574647584507e-05,1.207863866677561376e-01
1.408099999999763519e+01,1.283658007706288129e-01,4.360368292146213354e-05,1.204818853214236624e-01
1.410099999999762410e+01,1.285215842151657961e-01,4.274027215102685351e-05,1.201829411274285969e-01
1.412099999999761302e+01,1.286742486407706776e-01,4.189395805927545458e-05,1.198894578225157964e-01
1.414099999999760193e+01,1.288238564896713179e-01,4.106440210923170686e-05,1.196013407120007227e-01
1.416099999999759085e+01,1.289704689712707075e-01,4.025127246733498088e-05,1.193184966442686207e-01
1.418099999999757976e+01,1.291141460851137623e-01,3.945424387198984140e-05,1.190408339857885606e-01
1.420099999999756868e+01,1.292549466435123917e-01,3.867299750006172876e-05,1.187682625966451216e-01
1.422099999999755759e+01,1.293929282938244552e-01,3.790722084242095780e-05,1.185006938065588517e-01
1.424099999999754651e+01,1.295281475403860239e-01,3.715660757854302720e-05,1.182380403913856209e-01
1.426099999999753543e+01,1.296606597660990290e-01,3.642085745321835266e-05,1.179802165500881544e-01
1.428099999999752434e+01,1.297905192536814301e-01,3.569967615631511326e-05,1.177271378821542064e-01
1.430099999999751326e+01,1.299177792065699943e-01,3.499277520609481162e-05,1.174787213654507750e-01
1.432099999999750217e+01,1.300424917694901206e-01,3.429987183230578940e-05,1.172348853345080294e-01
1.434099999999749109e+01,1.301647080486890151e-01,3.362068886460581330e-05,1.169955494592053585e-01
1.436099999999748000e+01,1.302844781318337752e-01,3.295495462104017226e-05,1.167606347238738657e-01
1.438099999999746892e+01,1.304018511075749898e-01,3.230240279851817609e-05,1.165300634067655133e-01
1.440099999999745783e+01,1.305168750847890968e-01,3.166277236756401270e-05,1.163037590599162313e-01
1.442099999999744675e+01,1.306295972114894233e-01,3.103580746801129497e-05,1.160816464893689032e-01
1.444099999999743567e+01,1.307400636934166749e-01,3.042125730519720794e-05,1.158636517357421875e-01
1.446099999999742458e+01,1.308483198123078783e-01,2.981887605115265960e-05,1.156497020551573857e-01
1.448099999999741350e+01,1.309544099438532117e-01,2.922842274512629790e-05,1.154397259004925486e-01
1.450099999999740241e+01,1.310583775753356994e-01,2.864966119788328602e-05,1.152336529029590467e-01
1.452099999999739133e+01,1.311602653229618498e-01,2.808235989689225609e-05,1.150314138540041026e-01
1.454099999999738024e+01,1.312601149488902552e-01,2.752629191456537616e-05,1.148329406875054776e-01
1.456099999999736916e+01,1.313579673779528278e-01,2.698123481583228345e-05,1.146381664622785762e-01
1.458099999999735807e+01,1.314538627140795779e-01,2.644697057065450996e-05,1.144470253448669900e-01
1.460099999999734699e+01,1.315478402560504023e-01,2.592328547353431323e-05,1.142594525929718080e-01
1.462099999999733591e+01,1.316399385143552370e-01,2.540997003848757818e-05,1.140753845378283254e-01
1.464099999999732482e+01,1.317301952259621600e-01,2.490681893009896730e-05,1.138947585685692182e-01
1.466099999999731374e+01,1.318186473695908967e-01,2.441363088164297257e-05,1.137175131160923364e-01
1.468099999999730265e+01,1.319053311808290330e-01,2.393020861031838753e-05,1.135435876370692737e-01
1.470099999999729157e+01,1.319902821668406390e-01,2.345635874130905241e-05,1.133729225983158145e-01
1.472099999999728048e+01,1.320735351208079111e-01,2.299189172856944130e-05,1.132054594614154558e-01
1.474099999999726940e+01,1.321551241360979234e-01,2.253662177899642960e-05,1.130411406675745772e-01
1.476099999999725831e+01,1.322350826201700857e-01,2.209036677815537364e-05,1.128799096227032644e-01
1.478099999999724723e+01,1.323134433082197581e-01,2.165294821867072561e-05,1.127217106827241716e-01
1.480099999999723615e+01,1.323902382765657637e-01,2.122419112628518012e-05,1.125664891390936589e-01
1.482099999999722506e+01,1.324654989557889906e-01,2.080392399313527041e-05,1.124141912045517472e-01
1.484099999999721398e+01,1.325392561436145034e-01,2.039197870703016169e-05,1.122647639990634744e-01
1.486099999999720289e+01,1.326115400175566228e-01,1.998819048439418045e-05,1.121181555359704735e-01
1.488099999999719181e+01,1.326823801473166198e-01,1.959239780370894413e-05,1.119743147083505502e-01
1.490099999999718072e+01,1.327518055069489278e-01,1.920444234328536059e-05,1.118331912755652219e-01
1.492099999999716964e+01,1.328198444867886852e-01,1.882416891559393624e-05,1.116947358500037096e-01
1.494099999999715855e+01,1.328865249051545960e-01,1.845142540609148729e-05,1.115588998840026241e-01
1.496099999999714747e+01,1.329518740198207538e-01,1.808606271299154078e-05,1.114256356569719858e-01
1.498099999999713638e+01,1.330159185392715826e-01,1.772793468575797893e-05,1.112948962626828936e-01
1.500099999999712530e+01,1.330786846337336793e-01,1.737689806848366492e-05,1.111666355967338288e-01
1.502099999999711422e+01,1.331401979459969076e-01,1.703281244188128984e-05,1.110408083442053634e-01
1.504099999999710313e+01,1.332004836020219962e-01,1.669554016710608768e-05,1.109173699674726316e-01
1.506099999999709205e+01,1.332595662213435228e-01,1.636494633068877325e-05,1.107962766941777283e-01
1.508099999999708096e+01,1.333174699272660357e-01,1.604089869085625897e-05,1.106774855053987844e-01
1.510099999999706988e+01,1.333742183568613071e-01,1.572326762407441625e-05,1.105609541239487154e-01
1.512099999999705879e+01,1.334298346707701866e-01,1.541192607431088324e-05,1.104466410028504958e-01
1.514099999999704771e+01,1.334843415628099994e-01,1.510674950007742656e-05,1.103345053139530990e-01
1.516099999999703662e+01,1.335377612693926519e-01,1.480761582696790701e-05,1.102245069367316782e-01
1.518099999999702554e+01,1.335901155787546368e-01,1.451440539669904273e-05,1.101166064472073186e-01
1.520099999999701446e+01,1.336414258400084876e-01,1.422700092225739898e-05,1.100107651070370424e-01
1.522099999999700337e+01,1.336917129720116559e-01,1.394528743805037441e-05,1.099069448527459220e-01
1.524099999999699229e+01,1.337409974720555061e-01,1.366915225433154579e-05,1.098051082851030785e-01
1.526099999999698120e+01,1.337892994243907452e-01,1.339848491323583635e-05,1.097052186586394001e-01
1.528099999999697012e+01,1.338366385085743016e-01,1.313317714492570620e-05,1.096072398713176382e-01
1.530099999999695903e+01,1.338830340076533065e-01,1.287312282196098612e-05,1.095111364543294580e-01
1.532099999999694795e+01,1.339285048161839575e-01,1.261821792005249354e-05,1.094168735620395377e-01
1.534099999999693686e+01,1.339730694480910367e-01,1.236836047293146668e-05,1.093244169620547351e-01
1.536099999999692578e+01,1.340167460443713043e-01,1.212345053510158199e-05,1.092337330254455202e-01
1.538099999999691470e+01,1.340595523806383527e-01,1.188339013876230088e-05,1.091447887170861469e-01
1.540099999999690361e+01,1.341015058745190225e-01,1.164808325700497638e-05,1.090575515861184480e-01
1.542099999999689253e+01,1.341426235928996902e-01,1.141743576295664586e-05,1.089719897565727819e-01
1.544099999999688144e+01,1.341829222590291137e-01,1.119135539564067305e-05,1.088880719180947282e-01
1.546099999999687036e+01,1.342224182594730642e-01,1.096975171962014106e-05,1.088057673168027345e-01
1.548099999999685927e+01,1.342611276509347307e-01,1.075253609013684941e-05,1.087250457462698300e-01
1.550099999999684819e+01,1.342990661669343500e-01,1.053962161841684453e-05,1.086458775386360126e-01
1.552099999999683710e+01,1.343362492243519446e-01,1.033092313569919374e-05,1.085682335558430384e-01
1.554099999999682602e+01,1.343726919298430522e-01,1.012635716004031683e-05,1.084920851809741266e-01
1.556099999999681494e+01,1.344084090861203951e-01,9.925841861897072294e-06,1.084174043097337198e-01
1.558099999999680385e+01,1.344434151981090120e-01,9.729297032651934574e-06,1.083441633420378220e-01
1.560099999999679277e+01,1.344777244789803206e-01,9.536644051361814478e-06,1.082723351737169687e-01
1.562099999999678168e+01,1.345113508560576432e-01,9.347805855004082121e-06,1.082018931883333285e-01
1.564099999999677060e+01,1.345443079766066863e-01,9.162706905724987694e-06,1.081328112491345833e-01
1.566099999999675951e+01,1.345766092135072534e-01,8.981273160808128653e-06,1.080650636910857471e-01
1.568099999999674843e+01,1.346082676708113268e-01,8.803432044863362949e-06,1.079986253130400947e-01
1.570099999999673734e+01,1.346392961891841877e-01,8.629112419018120095e-06,1.079334713700104559e-01
1.572099999999672626e+01,1.346697073512385656e-01,8.458244552606714040e-06,1.078695775655609673e-01
1.574099999999671518e+01,1.346995134867611799e-01,8.290760096747035179e-06,1.078069200442888648e-01
1.576099999999670409e+01,1.347287266778267878e-01,8.126592055585774022e-06,1.077454753844251795e-01
1.578099999999669301e+01,1.347573587638184467e-01,7.965674759320001685e-06,1.076852205905501209e-01
1.580099999999668192e+01,1.347854213463353934e-01,7.807943838662040337e-06,1.076261330863908378e-01
1.582099999999667084e+01,1.348129257940066383e-01,7.653336199359844771e-06,1.075681907077459670e-01
1.584099999999665975e+01,1.348398832472076925e-01,7.501789996883917455e-06,1.075113716955038295e-01
1.586099999999664867e+01,1.348663046226742102e-01,7.353244610226045141e-06,1.074556546887613234e-01
1.588099999999663758e+01,1.348922006180326427e-01,7.207640619583816077e-06,1.074010187180429593e-01
1.590099999999662650e+01,1.349175817162268087e-01,7.064919780214867773e-06,1.073474431986248673e-01
1.592099999999661541e+01,1.349424581898641118e-01,6.925025003452073280e-06,1.072949079239564479e-01
1.594099999999660433e+01,1.349668401054673339e-01,6.787900328670409822e-06,1.072433930591696755e-01
1.596099999999659325e+01,1.349907373276405809e-01,6.653490904468678524e-06,1.071928791347081938e-01
1.598099999999658216e+01,1.350141595231532654e-01,6.521742965299309747e-06,1.071433470400265237e-01
